fips,state,state_exp,domain,dataYear,reIncarcerationRate,reIncarcerationRate2018, white_rate , black_rate , aian_rate , aspi_rate , multi_rate , hisp_rate , state_rate ,benchmark,white_dtgnum,black_dtgnum,aian_dtgnum,aspi_dtgnum,multi_dtgnum,hisp_dtgnum,dtgnum_re, dtgperc_re ,rankdtg_re,iss,eqquin,dtgquin
29,MO,Missouri,Social and Economic Factors,2021,37.2,42.7,0.633,0.434,0.477,0.622,0.486,0.472,0.604,0.88,836484,191929,6971,20398,17978,50263,1124023,0.274,32,58,2,4
30,MT,Montana,Social and Economic Factors,2021,38.6,42.2,0.625,0.374,0.35,0.575,0.46,0.503,0.604,0.88,160778,1380,18127,1622,4545,6808,193260,0.274,33,42,4,4
31,NE,Nebraska,Social and Economic Factors,2021,30.2,25.5,0.696,0.403,0.322,0.571,0.509,0.398,0.655,0.88,190157,23960,4705,8229,3873,45235,276158,0.224,18,29,5,2
32,NV,Nevada,Social and Economic Factors,2021,24.6,28.6,0.668,0.447,0.473,0.642,0.602,0.446,0.594,0.88,236100,67739,6903,44075,10887,192978,558682,0.284,35,58,2,4
33,NH,New Hampshire,Social and Economic Factors,2021,41.5,45.0,0.741,0.483,0.57,0.69,0.54,0.573,0.73,0.88,120472,3770,608,4264,2701,7309,139123,0.148,1,76,4,1
34,NJ,New Jersey,Social and Economic Factors,2021,30.4,29.8,0.79,0.56,0.424,0.798,0.68,0.503,0.711,0.88,327741,240780,3826,47824,10735,398845,1029752,0.167,5,68,4,1
35,NM,New Mexico,Social and Economic Factors,2021,49.1,49.1,0.649,0.505,0.329,0.622,0.621,0.444,0.533,0.88,141607,9243,60439,5819,3646,257223,477977,0.346,48,39,2,5
36,NY,New York,Social and Economic Factors,2021,43.0,43.0,0.724,0.535,0.5,0.593,0.595,0.462,0.641,0.88,1247726,659281,14221,338700,41065,949365,3250357,0.238,24,69,2,3
37,NC,North Carolina,Social and Economic Factors,2021,35.8,21.0,0.652,0.433,0.411,0.665,0.512,0.321,0.582,0.88,1048505,613566,34438,39185,23657,252078,2011428,0.296,38,39,4,4
38,ND,North Dakota,Social and Economic Factors,2021,41.2,45.7,0.723,0.537,0.368,0.52,0.631,0.529,0.697,0.88,67240,3275,10026,2371,1168,3950,88032,0.182,9,56,5,1
39,OH,Ohio,Social and Economic Factors,2021,32.7,30.7,0.654,0.411,0.419,0.671,0.481,0.434,0.619,0.88,1464941,413962,7299,33719,30777,93994,2044691,0.259,26,48,4,3
40,OK,Oklahoma,Social and Economic Factors,2021,22.6,24.8,0.616,0.407,0.461,0.625,0.52,0.381,0.571,0.88,485150,82194,78721,14011,34196,93940,788212,0.309,43,48,2,5
42,PA,Pennsylvania,Social and Economic Factors,2021,47.1,46.4,0.686,0.442,0.457,0.641,0.552,0.385,0.644,0.88,1386088,373926,5238,66743,23045,226316,2081355,0.234,22,52,4,2
45,SC,South Carolina,Social and Economic Factors,2021,21.0,24.5,0.652,0.395,0.453,0.603,0.469,0.361,0.572,0.88,510008,407657,5248,14205,10950,72619,1020687,0.307,40,43,3,4
46,SD,South Dakota,Social and Economic Factors,2021,44.0,39.6,0.675,0.301,0.215,0.482,0.485,0.411,0.629,0.88,99562,4838,23773,2767,2298,6412,139650,0.249,25,0,5,3
50,VT,Vermont,Social and Economic Factors,2021,43.8,45.0,0.662,0.52,0.255,0.47,0.525,0.594,0.653,0.88,90035,1315,920,2464,1733,1718,98186,0.224,19,38,5,2
51,VA,Virginia,Social and Economic Factors,2021,22.3,23.4,0.738,0.547,0.611,0.772,0.676,0.56,0.691,0.88,528470,344761,4132,39463,15855,134662,1067344,0.188,10,87,2,1
53,WA,Washington,Social and Economic Factors,2021,30.7,32.0,0.713,0.521,0.438,0.718,0.625,0.447,0.678,0.88,608647,60694,26045,71320,29373,188460,984539,0.201,12,64,4,2
54,WV,West Virginia,Social and Economic Factors,2021,29.3,24.0,0.549,0.405,0.354,0.648,0.436,0.41,0.542,0.88,399474,19551,1510,2283,4687,7002,434507,0.336,47,38,3,5
55,WI,Wisconsin,Social and Economic Factors,2021,38.1,37.5,0.696,0.357,0.407,0.636,0.568,0.377,0.659,0.88,612777,106594,14607,21468,9165,93414,858024,0.22,16,36,5,2
56,WY,Wyoming,Social and Economic Factors,2021,33.8,28.2,0.694,0.61,0.395,0.575,0.593,0.538,0.674,0.88,62879,1119,3272,1134,1130,10321,79855,0.205,14,68,3,2
